equipment_id;serial_number;name;station_code;category;manufacture;type;sampling_rate;input;installation_date;calibration_date;firmware_version;description;technician;status;supplier
CBM-NBG11-2019;1.47E+12;Modem;NBG11;Sistem Komunikasi;Robustel;R20004l;;;2019-11-01;;;;;active;
CIS-NBG11-2023;CN9BHDD7XN;Switch;NBG11;Sistem Komunikasi;HP;HPE 1420 8G;;;;;;;;active;
D-NBG11-2019;;Digitizer;NBG11;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-01;;;;;active;
CBM-NBG12-2019;1.47E+12;Modem;NBG12;Sistem Komunikasi;Robustel;R20004l;;;2019-10-31;;;;;active;
CIS-NBG12-2023;4YJ187D0A0F00;Switch;NBG12;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBG12-2019;;Digitizer;NBG12;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-10-31;;;;;active;
CBM-NBG13-2019;1.47E+12;Modem;NBG13;Sistem Komunikasi;Robustel;R20004l;;;2019-10-30;;;;;active;
CIS-NBG13-2023;CN9BHDD7XN;Switch;NBG13;Sistem Komunikasi;HP;HPE 1420 8G;;;;;;;;active;
D-NBG13-2019;;Digitizer;NBG13;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-10-30;;;;;active;
CBM-NBG14-2019;1.47E+12;Modem;NBG14;Sistem Komunikasi;Robustel;R20004l;;;2019-11-02;;;;;active;
CIS-NBG14-2023;4YJ187D8A0F16;Switch;NBG14;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBG14-2019;;Digitizer;NBG14;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-02;;;;;active;
SA-NBG14-2019;20190300298;Accelerometer;NBG14;Sensor;Sanlien;Palert-Plus;;;2019-11-02;;;;;active;
CBM-NBG15-2019;1.47E+12;Modem;NBG15;Sistem Komunikasi;Robustel;R20004l;;;2019-11-02;;;;;active;
CIS-NBG15-2023;4YJ187D7A0F15;Switch;NBG15;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBG15-2019;;Digitizer;NBG15;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-02;;;;;active;
SA-NBG15-2019;20190300313;Accelerometer;NBG15;Sensor;Sanlien;Palert-Plus;;;2019-11-02;;;;;active;
CBM-NBG16-2019;1.47E+12;Modem;NBG16;Sistem Komunikasi;Robustel;R20004l;;;2019-11-01;;;;;active;
D-NBG16-2019;9034736;Digitizer;NBG16;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-01;;;;;active;
SA-NBG16-2019;20190300317;Accelerometer;NBG16;Sensor;Sanlien;Palert-Plus;;;2019-11-01;;;;;active;
CBM-NBI01-2019;1.47E+12;Modem;NBI01;Sistem Komunikasi;Robustel;R20004l;;;2019-11-02;;;;;active;
CIS-NBI01-2023;4YJ187D4A0EDD;Switch;NBI01;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBI01-2019;;Digitizer;NBI01;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-02;;;;;active;
CBM-NBI02-2019;;Modem;NBI02;Sistem Komunikasi;Robustel;R20004l;;;2019-11-29;;;;;active;
CIS-NBI02-2023;4YJ187D0A0ED9;Switch;NBI02;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBI02-2019;;Digitizer;NBI02;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-02;;;;;active;
CBM-NBI03-2021;1.47E+12;Modem;NBI03;Sistem Komunikasi;Robustel;R20004l;;;2021-10-05;;;;;active;
CIS-NBI03-2023;4YJ187DYA0ED8;Switch;NBI03;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBI03-2019;;Digitizer;NBI03;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-30;;;;;active;
CBM-NBI04-2019;1.47E+12;Modem;NBI04;Sistem Komunikasi;Robustel;R20004l;;;2019-11-29;;;;;active;
CIS-NBI04-2023;4YJ187D3A0ECE;Switch;NBI04;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBI04-2019;;Digitizer;NBI04;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-29;;;;;active;
CIM-NBJR-2021;1.47E+13;Modem Transceiver;NBJR;Sistem Komunikasi;Robustel;R2000-4L;;;2021-11-10;;;;;active;
COF-NBJR-2023;;Feed;NBJR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-NBJR-2018;A05090A3Y;LNB;NBJR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-11-20;;;;;active;
COV-NBJR-2023;;VSAT Antenna;NBJR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-NBJR-2018;171374;Digitizer;NBJR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-11-20;;;;;active;
SA-NBJR-2018;170548;Accelerometer;NBJR;Sensor;Meisei;G210S;;;2018-11-20;;;;;active;
CBM-NBK06-2019;1.47E+12;Modem;NBK06;Sistem Komunikasi;Robustel;R20004l;;;2019-10-29;;;;;active;
D-NBK06-2019;9034638;Digitizer;NBK06;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-10-29;;;;;active;
SA-NBK06-2019;20190300348;Accelerometer;NBK06;Sensor;Sanlien;Palert-Plus;;;2019-10-29;;;;;active;
CBM-NBK07-2019;1.47E+12;Modem;NBK07;Sistem Komunikasi;Robustel;R20004l;;;2019-10-29;;;;;active;
D-NBK07-2019;9034637;Digitizer;NBK07;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-10-29;;;;;active;
SA-NBK07-2019;20190300349;Accelerometer;NBK07;Sensor;Sanlien;Palert-Plus;;;2019-10-29;;;;;active;
CBM-NBK08-2019;1.47E+12;Modem;NBK08;Sistem Komunikasi;Robustel;R20004l;;;2019-10-31;;;;;active;
D-NBK08-2019;9034475;Digitizer;NBK08;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-10-31;;;;;active;
SA-NBK08-2019;20190300350;Accelerometer;NBK08;Sensor;Sanlien;Palert-Plus;;;2019-10-31;;;;;active;
CBM-NBMBS-2022;1.47E+12;Modem;NBMBS;Sistem Komunikasi;Robustel;R2000-4L;;;2022-10-07;;;;;active;
D-NBMBS-2022;1478;Digitizer;NBMBS;Data Logger;Sanlien;Palert+;100 Hz;;2022-10-07;;;;;active;
M-NBMBS-2023;;Storage Media;NBMBS;Storage Media;SanDisk;SD-Card;;;;;;;;active;
PSP-NBMBS-2023;;Tipe 1 Panel;NBMBS;Sistem Power;Solar World;SW-80;;;;;;;;active;
PSP-NBMBS-2023-2;;Tipe 2 Panel;NBMBS;Sistem Power;Solar World;SW-150;;;;;;;;active;
SA-NBMBS-2022;1478;Accelerometer;NBMBS;Sensor;Sanlien;Palert+;;;2022-10-07;;;;;active;
CIM-NBMI-2019;2273;Modem Transceiver;NBMI;Sistem Komunikasi;Nanometrics;CYGNUS 210;;;2019-10-01;;;;;active;
COF-NBMI-2023;;Feed;NBMI;Sistem Komunikasi;;;;;;;;;;active;
COR-NBMI-2019;1901-N22618-00351;LNB;NBMI;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-NBMI-2019;A00769A84;SSPB;NBMI;Sistem Komunikasi;New Japan Radio;NJT8102;;;2019-10-01;;;;;active;
COV-NBMI-2023;;VSAT Antenna;NBMI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-NBMI-2019;11490132;GPS Receiver;NBMI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-NBMI-2019;;VSAT Storage Media;NBMI;Storage Media;;;;;2019-10-01;;;;;active;
PB-NBMI-2019;;Baterai;NBMI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-NBMI-2019;436;Charger;NBMI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-NBMI-2023;;Tipe 1 Panel;NBMI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-NBMI-2023-2;;Tipe 2 Panel;NBMI;Sistem Power;;;;;;;;;;active;
SS-NBMI-2019;588;Seismometer;NBMI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CBM-NBMUS-2020;1.47E+12;Modem;NBMUS;Sistem Komunikasi;Robustel;R2000-4L;;;2020-12-12;;;;;active;
CIS-NBMUS-2023;CN61FQ63LZ;Switch;NBMUS;Sistem Komunikasi;HP;1405-8 (J9793a) 8 Port;;;;;;;;active;
D-NBMUS-2020;296;Digitizer;NBMUS;Data Logger;Sanlien;Palert;;;2020-12-12;;;;;active;
M-NBMUS-2023;;Storage Media;NBMUS;Storage Media;;;;;;;;;;active;
SA-NBMUS-2020;20190300058;Accelerometer;NBMUS;Sensor;Sanlien;Palert +;;;2020-12-12;;;;;active;
CIM-NBPI-2021;81911;Modem Transceiver;NBPI;Sistem Komunikasi;Idiret;IQ desktop;;;2021-10-16;;;;;active;
COF-NBPI-2023;;Feed;NBPI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-NBPI-2018;53N1414002363;LNB;NBPI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2018-04-08;;;;;active;
COT-NBPI-2021;A09146A15;SSPB;NBPI;Sistem Komunikasi;New Japan Radio;NJT-8102-WF;;;2021-10-16;;;;;active;
COV-NBPI-2023;;VSAT Antenna;NBPI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-NBPI-2021;6.00E+60;Digitizer;NBPI;Data Logger;Guralp;Minimus +;50 Hz;40 Vpp;2021-10-16;;;;;active;
D-NBPI-2021-2;6.00E+60;Digitizer;NBPI;Data Logger;Guralp;Minimus +;100 Hz;40 Vpp;2021-10-16;;;;;active;
GPB-NBPI-2023;;GPS Board;NBPI;GPS;;;;;;;;;;active;
GPR-NBPI-2023;;GPS Receiver;NBPI;GPS;;;;;;;;;;active;
M-NBPI-2023;;Storage Media;NBPI;Storage Media;;;;;;;;;;active;
PB-NBPI-2021;;Baterai;NBPI;Sistem Power;Everexceed;VRLA 200 AH;;;2021-10-16;;;;;active;
PC-NBPI-2021;03050470039A2EZ3-01645;Charger;NBPI;Sistem Power;Epever;MPPT Tracer 3210 AN;;;2021-10-16;;;;;active;
PSP-NBPI-2023;;Tipe 1 Panel;NBPI;Sistem Power;Solar Werk;SWM-260;;;;;;;;active;
PSP-NBPI-2023-2;;Tipe 2 Panel;NBPI;Sistem Power;;;;;;;;;;active;
SA-NBPI-2021;6.00E+60;Accelerometer;NBPI;Sensor;Guralp;Minimus + MEMS;;;2021-10-16;;;;;active;
SS-NBPI-2021;T310729;Seismometer;NBPI;Sensor;Guralp;3T 120;;;2021-10-16;;;;;active;
CBM-NBRBS-2022;1.47E+12;Modem;NBRBS;Sistem Komunikasi;Robustel;R20004l;;;2022-10-11;;;;;active;
D-NBRBS-2021;1148;Digitizer;NBRBS;Data Logger;Sanlien;Palert-Plus;100 Hz;40 Vpp;2021-11-07;;;;;active;
M-NBRBS-2023;;Storage Media;NBRBS;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-NBRBS-2021;1148;Accelerometer;NBRBS;Sensor;Sanlien;Palert-Plus;;;2021-11-07;;;;;active;
CBM-NBSBS-2011;1.47E+12;Modem;NBSBS;Sistem Komunikasi;Robustel;R20004l;;;2011-01-01;;;;;active;
D-NBSBS-2021;1155;Digitizer;NBSBS;Data Logger;Sanlien;Palert+;100 Hz;;2021-11-11;;;;;active;
M-NBSBS-2023;;Storage Media;NBSBS;Storage Media;SanDisk;SD-Card;;;;;;;;active;
PSP-NBSBS-2023;;Tipe 1 Panel;NBSBS;Sistem Power;Solar World;SW-80;;;;;;;;active;
PSP-NBSBS-2023-2;;Tipe 2 Panel;NBSBS;Sistem Power;Solar World;SW-150;;;;;;;;active;
SA-NBSBS-2021;1155;Accelerometer;NBSBS;Sensor;Sanlien;Palert+;;;2021-11-11;;;;;active;
CIM-NBSR-2018;;Modem Transceiver;NBSR;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-10-16;;;;;active;
COF-NBSR-2023;;Feed;NBSR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-NBSR-2018;;LNB;NBSR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-10-16;;;;;active;
COV-NBSR-2023;;VSAT Antenna;NBSR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-NBSR-2018;;Digitizer;NBSR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-10-16;;;;;active;
SA-NBSR-2018;;Accelerometer;NBSR;Sensor;Meisei;G210S;;;2018-10-16;;;;;active;
CBM-NBSTS-2022;1.47E+12;Modem;NBSTS;Sistem Komunikasi;Robustel;R2000-4L;;;2022-10-26;;;;;active;
D-NBSTS-2022;1470;Digitizer;NBSTS;Data Logger;Sanlien;pAlert+;100 Hz;40 Vpp;2022-10-26;;;;;active;
M-NBSTS-2023;;Storage Media;NBSTS;Storage Media;SanDisk;SD-Card;;;;;;;;active;
PSP-NBSTS-2023;;Tipe 1 Panel;NBSTS;Sistem Power;Solar World;SW-150;;;;;;;;active;
PSP-NBSTS-2023-2;;Tipe 2 Panel;NBSTS;Sistem Power;Everexceed;ESM155;;;;;;;;active;
SA-NBSTS-2022;1470;Accelerometer;NBSTS;Sensor;Sanlien;pAlert+;;;2022-10-26;;;;;active;
CBM-NBU01-2019;1.47E+12;Modem;NBU01;Sistem Komunikasi;Robustel;R20004l;;;2019-11-30;;;;;active;
CIS-NBU01-2023;CN02HDD79T;Switch;NBU01;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NBU01-2019;9034352;Digitizer;NBU01;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-30;;;;;active;
SA-NBU01-2019;20190300205;Accelerometer;NBU01;Sensor;Sanlien;Palert-Plus;;;2019-11-30;;;;;active;
CBM-NBU02-2019;1.47E+12;Modem;NBU02;Sistem Komunikasi;Robustel;R20004l;;;2019-11-28;;;;;active;
CIS-NBU02-2023;CN02HDD76J;Switch;NBU02;Sistem Komunikasi;HP;HPE 1820 8G;;;;;;;;active;
D-NBU02-2019;4357;Digitizer;NBU02;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-28;;;;;active;
SA-NBU02-2019;20190300206;Accelerometer;NBU02;Sensor;Sanlien;Palert-Plus;;;2019-11-28;;;;;active;
CBM-NBU03-2019;1.47E+12;Modem;NBU03;Sistem Komunikasi;Robustel;R20004l;;;2019-11-25;;;;;active;
CIS-NBU03-2023;CN02HDD76H;Switch;NBU03;Sistem Komunikasi;HP;HPE 1820 8G;;;;;;;;active;
D-NBU03-2019;4487;Digitizer;NBU03;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-25;;;;;active;
SA-NBU03-2019;20190300337;Accelerometer;NBU03;Sensor;Sanlien;Palert-Plus;;;2019-11-25;;;;;active;
CBM-NBU04-2019;1.47E+12;Modem;NBU04;Sistem Komunikasi;Robustel;R20004l;;;2019-12-01;;;;;active;
CIS-NBU04-2023;CN02HDD79S;Switch;NBU04;Sistem Komunikasi;HP;HPE 1420 8G;;;;;;;;active;
D-NBU04-2019;4488;Digitizer;NBU04;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-12-01;;;;;active;
SA-NBU04-2019;20190300338;Accelerometer;NBU04;Sensor;Sanlien;Palert-Plus;;;2019-12-01;;;;;active;
CBM-NBU05-2019;1.47E+12;Modem;NBU05;Sistem Komunikasi;Robustel;R20004l;;;2019-11-25;;;;;active;
CIS-NBU05-2023;CN02HDD76G;Switch;NBU05;Sistem Komunikasi;HP;HPE 1820 8G;;;;;;;;active;
D-NBU05-2019;4489;Digitizer;NBU05;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-25;;;;;active;
SA-NBU05-2019;20190300339;Accelerometer;NBU05;Sensor;Sanlien;Palert-Plus;;;2019-11-25;;;;;active;
CBM-NBU06-2019;1.47E+12;Modem;NBU06;Sistem Komunikasi;Robustel;R20004l;;;2019-11-29;;;;;active;
CIS-NBU06-2023;4YJ187DSA0EC4;Switch;NBU06;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBU06-2019;4485;Digitizer;NBU06;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-29;;;;;active;
SA-NBU06-2019;20190300340;Accelerometer;NBU06;Sensor;Sanlien;Palert-Plus;;;2019-11-29;;;;;active;
CBM-NBU07-2019;1.47E+12;Modem;NBU07;Sistem Komunikasi;Robustel;R20004l;;;2019-11-30;;;;;active;
CIS-NBU07-2023;4YJ187DPA0EC2;Switch;NBU07;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NBU07-2019;4482;Digitizer;NBU07;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-30;;;;;active;
SA-NBU07-2019;20190300341;Accelerometer;NBU07;Sensor;Sanlien;Palert-Plus;;;2019-11-30;;;;;active;
CBM-NBUBS-2020;1.47E+12;Modem;NBUBS;Sistem Komunikasi;Robustel;R2000-4L;;;2020-10-03;;;;;active;
D-NBUBS-2022;1477;Digitizer;NBUBS;Data Logger;Sanlien;Palert+;100 Hz;;2022-10-03;;;;;active;
M-NBUBS-2023;;Storage Media;NBUBS;Storage Media;SanDisk;SD-Card;;;;;;;;active;
PSP-NBUBS-2023;;Tipe 1 Panel;NBUBS;Sistem Power;Solar World;SW-80;;;;;;;;active;
PSP-NBUBS-2023-2;;Tipe 2 Panel;NBUBS;Sistem Power;Everexceed;ESM155;;;;;;;;active;
SA-NBUBS-2022;1477;Accelerometer;NBUBS;Sensor;Sanlien;Palert+;;;2022-10-03;;;;;active;
CBM-NBYTJ-2020;1.47E+12;Modem;NBYTJ;Sistem Komunikasi;Robustel;R2000-4L;;;2020-07-28;;;;;active;
CIS-NBYTJ-2023;CN9BHDD7XH;Switch;NBYTJ;Sistem Komunikasi;HPE;HPE 1420;;;;;;;;active;
D-NBYTJ-2022;1472;Digitizer;NBYTJ;Data Logger;Sanlien;Palert-Plus;100 Hz;;2022-09-03;;;;;active;
SA-NBYTJ-2022;1472;Accelerometer;NBYTJ;Sensor;Sanlien;Palert-Plus;;;2022-09-03;;;;;active;
CBM-NCDTS-2022;1.47E+12;Modem;NCDTS;Sistem Komunikasi;Robustel;R2000-4L;;;2022-10-22;;;;;active;
CIS-NCDTS-2022;CN9BHDD7WM;Switch;NCDTS;Sistem Komunikasi;HP;HP-1420;;;2022-10-22;;;;;active;
D-NCDTS-2021;1177;Digitizer;NCDTS;Data Logger;Sanlien;Palert+;100 Hz;;2021-09-05;;;;;active;
SA-NCDTS-2021;1177;Accelerometer;NCDTS;Sensor;Sanlien;Palert+;;;2021-09-05;;;;;active;
CBM-NCJ01-2019;1.47E+12;Modem;NCJ01;Sistem Komunikasi;Robustel;R20004l;;;2019-11-07;;;;;active;
CIS-NCJ01-2023;CN02HDD7B5;Switch;NCJ01;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ01-2019;4474;Digitizer;NCJ01;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-07;;;;;active;
SA-NCJ01-2019;20190300351;Accelerometer;NCJ01;Sensor;Sanlien;Palert-Plus;;;2019-11-07;;;;;active;
CBM-NCJ02-2019;1.47E+12;Modem;NCJ02;Sistem Komunikasi;Robustel;R20004l;;;2019-11-03;;;;;active;
CIS-NCJ02-2023;4YJ187DJA0E85;Switch;NCJ02;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NCJ02-2019;4481;Digitizer;NCJ02;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-03;;;;;active;
SA-NCJ02-2019;20190300352;Accelerometer;NCJ02;Sensor;Sanlien;Palert-Plus;;;2019-11-03;;;;;active;
CBM-NCJ03-2019;1.47E+12;Modem;NCJ03;Sistem Komunikasi;Robustel;R20004l;;;2019-11-08;;;;;active;
CIS-NCJ03-2023;CN02HDD7B4;Switch;NCJ03;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ03-2019;4476;Digitizer;NCJ03;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-08;;;;;active;
SA-NCJ03-2019;20190300353;Accelerometer;NCJ03;Sensor;Sanlien;Palert-Plus;;;2019-11-08;;;;;active;
CBM-NCJ04-2019;1.47E+12;Modem;NCJ04;Sistem Komunikasi;Robustel;R20004l;;;2019-11-16;;;;;active;
CIS-NCJ04-2023;4YJ187DKA0E86;Switch;NCJ04;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NCJ04-2019;4478;Digitizer;NCJ04;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-16;;;;;active;
SA-NCJ04-2019;20190300354;Accelerometer;NCJ04;Sensor;Sanlien;Palert-Plus;;;2019-11-16;;;;;active;
CBM-NCJ05-2019;1.47E+12;Modem;NCJ05;Sistem Komunikasi;Robustel;R20004l;;;2019-11-09;;;;;active;
CIS-NCJ05-2023;CN02HDD7B3;Switch;NCJ05;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ05-2019;4479;Digitizer;NCJ05;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-09;;;;;active;
SA-NCJ05-2019;20190300355;Accelerometer;NCJ05;Sensor;Sanlien;Palert-Plus;;;2019-11-09;;;;;active;
CBM-NCJ06-2019;1.47E+12;Modem;NCJ06;Sistem Komunikasi;Robustel;R20004l;;;2019-11-05;;;;;active;
CIS-NCJ06-2023;CN02HDD7B1;Switch;NCJ06;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ06-2019;4480;Digitizer;NCJ06;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-05;;;;;active;
SA-NCJ06-2019;20190300356;Accelerometer;NCJ06;Sensor;Sanlien;Palert-Plus;;;2019-11-05;;;;;active;
CBM-NCJ07-2019;1.47E+12;Modem;NCJ07;Sistem Komunikasi;Robustel;R20004l;;;2019-11-06;;;;;active;
CIS-NCJ07-2023;CN02HDD79Z;Switch;NCJ07;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ07-2022;5426;Digitizer;NCJ07;Data Logger;Sanlien;Palert-Plus;100 Hz;;2022-09-19;;;;;active;
SA-NCJ07-2022;1580;Accelerometer;NCJ07;Sensor;Sanlien;Palert-Plus;;;2022-09-19;;;;;active;
CBM-NCJ08-2022;1.47E+12;Modem;NCJ08;Sistem Komunikasi;Robustel;R20004l;;;2022-10-01;;;;;active;
CIS-NCJ08-2023;CN02HDD79X;Switch;NCJ08;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ08-2019;4723;Digitizer;NCJ08;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-04;;;;;active;
SA-NCJ08-2019;20190300358;Accelerometer;NCJ08;Sensor;Sanlien;Palert-Plus;;;2019-11-04;;;;;active;
CBM-NCJ09-2019;1.47E+12;Modem;NCJ09;Sistem Komunikasi;Robustel;R20004l;;;2019-11-10;;;;;active;
D-NCJ09-2019;9034722;Digitizer;NCJ09;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-10;;;;;active;
SA-NCJ09-2019;20190300359;Accelerometer;NCJ09;Sensor;Sanlien;Palert-Plus;;;2019-11-10;;;;;active;
CBM-NCJ10-2019;1.47E+12;Modem;NCJ10;Sistem Komunikasi;Robustel;R20004l;;;2019-11-03;;;;;active;
CIS-NCJ10-2023;CN9BHDD25K;Switch;NCJ10;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-NCJ10-2019;9034727;Digitizer;NCJ10;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-03;;;;;active;
SA-NCJ10-2019;20190300360;Accelerometer;NCJ10;Sensor;Sanlien;Palert-Plus;;;2019-11-03;;;;;active;
CBM-NCJ11-2019;1.47E+12;Modem;NCJ11;Sistem Komunikasi;Robustel;R20004l;;;2019-11-04;;;;;active;
CIS-NCJ11-2022;CN9BHDD253;Switch;NCJ11;Sistem Komunikasi;HP;HPE 1420;;;2022-09-19;;;;;active;
D-NCJ11-2019;9034726;Digitizer;NCJ11;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-04;;;;;active;
SA-NCJ11-2019;20190300361;Accelerometer;NCJ11;Sensor;Sanlien;Palert-Plus;;;2019-11-04;;;;;active;
CBM-NCJ12-2019;1.47E+12;Modem;NCJ12;Sistem Komunikasi;Robustel;R20004l;;;2019-11-06;;;;;active;
CIS-NCJ12-2023;4YJ187DSA0EA8;Switch;NCJ12;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NCJ12-2019;9034768;Digitizer;NCJ12;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-06;;;;;active;
SA-NCJ12-2019;20190300371;Accelerometer;NCJ12;Sensor;Sanlien;Palert-Plus;;;2019-11-06;;;;;active;
CBM-NCJ13-2019;1.47E+12;Modem;NCJ13;Sistem Komunikasi;Robustel;R20004l;;;2019-11-09;;;;;active;
D-NCJ13-2019;9034771;Digitizer;NCJ13;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-09;;;;;active;
SA-NCJ13-2019;20190300372;Accelerometer;NCJ13;Sensor;Sanlien;Palert-Plus;;;2019-11-09;;;;;active;
CBM-NCJ14-2019;1.47E+12;Modem;NCJ14;Sistem Komunikasi;Robustel;R20004l;;;2019-11-08;;;;;active;
D-NCJ14-2019;20190300373;Digitizer;NCJ14;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-08;;;;;active;
SA-NCJ14-2019;20190300373;Accelerometer;NCJ14;Sensor;Sanlien;Palert-Plus;;;2019-11-22;;;;;active;
CBM-NCJ15-2022;1.47E+12;Modem;NCJ15;Sistem Komunikasi;Robustel;R20004l;;;2022-10-01;;;;;active;
D-NCJ15-2022;1481;Digitizer;NCJ15;Data Logger;Sanlien;Palert-Plus;100 Hz;;2022-10-01;;;;;active;
SA-NCJ15-2023;1481;Accelerometer;NCJ15;Sensor;Sanlien;Palert-Plus;;;;;;;;active;
CBM-NCJ16-2019;1.47E+12;Modem;NCJ16;Sistem Komunikasi;Robustel;R20004l;;;2019-11-05;;;;;active;
CIS-NCJ16-2023;4YJ187DNA0EA5;Switch;NCJ16;Sistem Komunikasi;NetGear;GS305P;;;;;;;;active;
D-NCJ16-2019;9034769;Digitizer;NCJ16;Data Logger;Sanlien;Palert-Plus;100 Hz;;2019-11-05;;;;;active;
SA-NCJ16-2019;20190300375;Accelerometer;NCJ16;Sensor;Sanlien;Palert-Plus;;;2019-11-05;;;;;active;
CBM-NCL01-2019;1.47E+12;Modem;NCL01;Sistem Komunikasi;Robustel;R2000-4L;;;2019-11-04;;;;;active;
D-NCL01-2019;20190300390;Digitizer;NCL01;Data Logger;Sanlien;PAlert Plus;100;;2019-11-04;;;;;active;
SA-NCL01-2019;20190300390;Accelerometer;NCL01;Sensor;Sanlien;PAlert Plus;;;2019-11-04;;;;;active;
CBM-NCL02-2022;;Modem;NCL02;Sistem Komunikasi;Robustel;R20004l;;;2022-08-31;;;;;active;
D-NCL02-2022;;Digitizer;NCL02;Data Logger;Sanlien;Palert-Plus;100 Hz;;2022-01-01;;;;;active;
SA-NCL02-2022;20190300284;Accelerometer;NCL02;Sensor;Sanlien;Palert-Plus;;;2022-08-31;;;;;active;
CBM-NCL03-2022;1.47E+12;Modem;NCL03;Sistem Komunikasi;Robustel;R20004l;;;2022-08-31;;;;;active;
D-NCL03-2022;20190300283;Digitizer;NCL03;Data Logger;Sanlien;Palert-Plus;100 Hz;;2022-08-31;;;;;active;
